Random waveform, supplied seed
Total number of intervals = 360 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072, 16350, 86891, 104441, 8906, 42175, 51797, 76678, 19630, 100132, 40498, 108559, 23964, 70760, 99567, 107548, 53742, 103931, 60359, 9725, 52014, 40053, 86436, 23983, 66595, 26056, 51764, 40202, 76665, 11133, 80405, 79106, 97258, 36307, 28636, 41620, 75736, 44979, 31478, 37586, 108330)
Average QPS expected = 57436
Timestamp start: 1778960935070
Timestamp end: 1778962735448

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      678.0  1044.3   127.6   218.9   241.0   356.5   430.1   494.7   562.5   689.6  1439.4  2998.9  5524.7  8815.7 11979.7  91741.0    91810
read      323.5   101.6   127.6   187.1   202.9   314.6   362.9   388.2   405.3   428.3   456.0   496.8   589.8   732.6  2059.0  39546.2    39588
read      333.6   113.3   127.6   188.9   205.7   322.8   373.6   400.5   421.0   444.2   471.9   518.3   629.0   811.2  2132.7  40941.6    40957
read      329.6   141.3   127.6   182.1   197.1   307.0   364.4   396.4   420.6   449.3   486.2   547.4   692.2  1296.4  3466.9  62423.4    62645
read      336.6   127.9   137.8   200.1   220.1   324.3   367.6   391.7   408.8   431.1   458.7   500.3   625.1  1367.6  5148.5  15526.8    15539
read      636.8   902.8   127.6   232.4   258.3   379.4   451.3   506.0   557.9   640.8   881.5  2740.1  4706.4  8033.6 10258.3 107640.4   107672
read      327.4   116.5   127.6   191.6   208.9   317.1   362.7   387.2   403.7   426.2   454.2   496.6   602.9  1062.0  2554.5  32831.4    32954
read      319.5   111.9   127.6   182.1   197.1   302.8   356.3   385.5   405.8   432.1   464.4   513.0   629.4   816.2  2067.7  58863.2    58866
read      325.0    94.4   137.8   201.1   220.1   318.8   357.2   377.7   393.1   410.5   433.6   467.5   543.2   740.5  2441.2  23870.0    23739
read      324.9   131.2   127.6   182.9   198.2   307.9   362.9   392.2   413.6   439.0   470.2   523.8   639.6   888.4  4047.3  54805.4    54701
read      325.7   130.9   127.6   182.6   197.7   305.8   361.7   392.3   414.7   441.8   476.5   534.0   661.0   963.9  3227.5  60703.6    60706
read      330.9   156.8   127.6   182.2   197.5   303.9   361.5   393.9   418.9   449.9   491.3   562.9   736.4  1366.3  5364.6  72221.4    72350
read      319.7   123.4   127.6   181.4   196.4   302.1   356.5   385.9   406.4   432.7   465.5   515.9   632.4   821.5  2870.4  58622.4    58661
read      328.6   113.8   127.6   190.6   207.7   320.0   366.1   391.0   408.4   430.5   458.0   498.4   589.2   770.1  3363.9  34903.8    34912
read      455.4   459.4   127.6   199.7   220.4   334.3   395.7   440.4   484.2   557.3   720.5  1242.4  2554.5  4152.9  8081.3 103409.0   103268
read      326.9   114.1   127.6   188.2   204.4   317.2   365.0   390.6   408.4   431.1   459.5   501.3   594.1   850.4  3468.1  38700.6    38703
read      340.5   157.0   127.6   184.4   200.3   307.7   365.8   399.7   427.6   462.5   512.0   612.6   855.8  1527.5  3290.0  83077.4    83358
read      324.1   135.6   127.6   182.0   197.2   305.1   360.2   390.2   412.0   438.1   471.0   526.6   652.5  1063.4  3511.7  57549.2    57408
read      343.7   177.5   127.6   184.2   200.1   306.2   364.3   398.7   426.9   463.5   518.3   625.6   944.0  1692.1  4852.9  86888.2    86837
read      319.4    93.3   127.6   189.2   205.7   313.3   356.4   378.7   395.0   414.3   438.6   476.1   550.3   682.5  1685.1  33565.4    33517
read      326.9   138.3   127.6   181.7   196.9   304.3   360.7   391.9   415.3   444.4   481.8   544.9   696.5  1097.6  3573.2  66092.8    66204
read      336.4   159.4   127.6   182.8   198.0   306.6   365.1   398.5   424.9   457.7   502.5   586.5   808.3  1596.9  3732.1  73533.2    73758
read      416.6   367.2   127.6   193.0   211.7   323.5   384.4   426.9   464.9   526.3   648.8  1001.8  2032.7  3434.7  7988.9  99869.6    99742
read      503.2   594.1   127.6   209.1   232.3   350.2   412.1   458.7   501.6   570.2   711.6  1471.6  3371.5  6965.0  8552.1 109510.0   109462
read      392.3   290.4   127.6   190.6   208.4   320.1   382.6   425.3   462.6   519.6   621.3   844.9  1555.3  3048.7  7428.1  94655.0    94453
read      322.2   116.8   127.6   184.7   200.4   310.4   360.6   387.0   404.7   428.3   456.9   499.0   601.2   943.0  3228.6  44239.4    44096
read      433.3   392.7   127.6   197.1   216.9   330.3   393.0   436.8   479.9   551.8   695.7  1078.2  2173.1  3656.8  8074.1 100352.0   100467
read      311.5   112.6   137.8   201.8   217.5   298.4   333.3   353.6   369.0   387.5   410.2   451.9   572.0  1335.6  3985.2   8573.2     8576
read      503.9   857.5   127.6   185.0   201.7   309.0   367.9   404.0   434.9   474.1   547.9  1611.1  4925.3  8396.2 12957.7  59352.2    59359
read      297.9   125.2   137.8   199.5   213.6   285.5   316.3   335.1   348.1   364.9   386.6   423.6   525.4  1306.1  4819.7   7628.4     7614
read      549.1   945.0   127.6   186.7   203.7   308.5   368.8   408.0   441.8   489.9   606.3  2312.2  5382.5  8386.4 10714.5  59995.8    60329
read      325.9   109.5   127.6   185.4   201.5   314.5   365.8   392.9   412.4   435.6   465.1   507.3   612.1   773.6  1840.9  43807.2    43762
read      323.2   135.2   127.6   181.3   196.1   300.7   356.6   387.7   410.4   438.7   474.3   535.3   674.4  1166.7  3349.0  67019.8    67038
read      327.5   103.0   137.8   197.4   216.1   320.8   362.0   383.8   398.9   418.0   441.0   474.6   551.2   935.6  3107.0  26090.6    26095
read      324.1   133.4   127.6   180.9   195.5   300.5   356.9   388.5   411.7   440.4   479.4   545.7   693.8  1067.1  3422.2  71301.6    71173
read      495.4   568.7   127.6   208.2   231.2   347.8   408.4   453.6   494.7   558.7   704.4  1479.8  3303.4  6844.6  8827.5 109354.8   109276
read      321.8   134.4   137.8   196.5   214.9   309.2   347.6   370.2   386.8   404.6   432.0   470.5   589.7  1409.6  4641.8  13220.0    13150
read      802.1  1306.3   127.6   197.1   218.1   317.9   394.5   468.3   579.7  1259.7  2509.0  3827.1  6654.3  9286.4 12130.1  61277.8    61250
read      352.3   193.9   127.6   185.2   201.5   310.9   369.9   405.7   435.3   473.3   535.8   652.1  1014.5  2106.5  4883.3  84577.4    84472
read      356.1   193.4   127.6   188.4   204.5   315.4   375.8   413.0   442.5   480.8   539.8   648.9  1017.0  1990.3  4693.4  82331.6    82226
read      333.1    97.1   137.8   197.6   216.8   326.6   368.7   391.6   407.4   428.6   454.7   494.2   582.7   736.3  2003.6  27763.8    27671
read      429.8   392.3   127.6   196.5   215.8   328.3   389.9   433.3   473.4   543.1   681.5  1068.4  2190.5  3745.9  7960.0  98688.8    98736
read      489.2   547.8   127.6   206.5   228.3   345.2   405.8   452.6   496.1   569.7   733.4  1418.5  3194.1  6426.1  8134.7 106336.4   106314
read      488.2   530.7   127.6   206.2   227.6   345.9   409.8   458.6   504.2   583.1   754.1  1406.8  3002.1  5543.3  9094.9 104940.2   105027
read      428.4   356.1   127.6   197.0   216.7   333.3   397.3   443.1   486.3   558.7   695.1  1042.2  1956.3  3412.5  7656.9  96789.0    96867
read      384.5   264.6   127.6   191.3   208.9   323.5   386.3   426.9   461.7   510.7   598.5   770.4  1372.0  3013.6  7543.6  89366.6    89493
read      330.6   125.7   127.6   186.0   201.3   314.4   368.4   397.7   420.0   446.1   478.6   532.6   657.8   936.5  2532.7  50696.2    50538
read      330.9   100.1   137.8   203.8   223.0   323.7   362.6   383.8   398.9   418.4   442.6   479.9   560.2   746.0  3068.7  22097.2    22083
read      327.0   115.6   127.6   185.7   201.0   312.9   366.0   393.9   414.4   439.3   469.7   517.8   631.1   888.6  2809.6  48609.8    48618
read      393.0   283.5   127.6   192.9   210.6   321.8   383.6   425.1   461.4   517.0   618.3   842.7  1584.9  2739.9  7227.0  94127.2    94298
read      325.5   145.0   127.6   182.7   197.5   303.7   359.5   389.6   411.5   439.1   474.8   538.0   684.9  1158.2  4414.0  63621.8    63579
read      328.1   134.3   127.6   183.6   198.5   305.9   362.1   393.1   416.4   444.7   482.0   544.8   692.0  1182.5  3292.5  64529.0    64573
read      342.0   173.1   127.6   186.2   201.6   310.5   368.0   401.0   427.7   460.4   506.2   595.7   847.0  1835.5  5152.2  77209.2    77178
read      328.4   121.2   137.8   194.8   212.5   321.5   363.1   385.8   401.5   422.6   448.4   487.1   573.5   789.0  3593.6  29790.2    29824
read      323.5   120.1   127.6   183.3   198.0   304.0   358.2   387.6   408.6   435.6   470.3   533.4   675.5   979.3  2420.9  64506.0    64495
read      338.6   130.1   137.8   197.9   217.9   325.5   367.9   392.6   410.9   434.2   464.9   511.5   645.6  1434.6  3082.0  21017.8    20917
read      758.1  1141.1   127.6   223.9   245.9   364.8   450.8   533.5   629.9   923.3  1873.1  3310.3  5987.7  9055.7 10982.9  85450.2    85651
read      326.2   127.5   127.6   183.9   198.7   305.8   360.7   390.6   412.6   439.7   474.1   534.8   681.8  1210.7  2567.1  61962.4    61935
read      326.8   115.5   127.6   185.9   201.2   312.6   365.3   393.3   413.9   438.5   469.3   519.8   635.0   818.7  2960.8  50288.4    50216
read      326.2   134.8   127.6   183.3   198.0   303.2   358.3   389.1   411.9   440.4   478.3   546.2   701.1  1126.5  3435.7  72258.8    72251
read      326.5   132.4   127.6   183.2   198.0   303.4   358.4   389.4   412.4   441.0   480.2   548.3   701.4  1120.8  3770.9  71931.4    71798
read      352.1   210.5   137.8   195.7   215.9   332.0   380.1   406.7   428.0   452.2   482.3   534.5   713.4  2566.3  8837.5  19597.4    19701
read      383.7   247.5   127.6   190.5   210.4   354.2   419.3   453.3   476.2   504.5   543.0   616.7  1025.7  3697.7  7668.3  24990.8    24952
read      653.8  1046.6   127.6   203.8   225.5   340.4   412.7   468.9   527.0   629.9  1205.8  2971.0  5467.4  8939.5 12529.4  81773.4    81838
read      327.3    93.6   127.6   196.5   215.3   321.3   361.2   383.3   398.9   419.1   444.1   481.3   561.3   703.2  1881.2  26746.8    26648
read      331.3   122.6   127.6   199.5   219.3   323.6   363.5   385.8   401.2   421.7   446.7   484.3   570.9   813.1  4823.2  24830.6    24837
read      329.8   102.4   127.6   196.0   214.5   323.2   364.9   387.8   403.3   424.3   450.1   489.0   572.6   832.8  2044.6  29521.8    29420
read      450.8   410.3   127.6   203.6   223.9   339.1   402.3   449.9   494.2   569.6   725.7  1169.2  2342.2  3627.9  7894.0 103911.8   103882
read      334.5   155.1   137.8   186.0   201.7   309.5   366.1   397.9   422.8   453.3   494.3   567.4   735.4  1145.9  3840.3  70268.2    70314
read      335.4   137.6   127.6   186.0   201.4   311.7   369.2   401.4   426.6   456.5   495.5   562.8   727.7  1264.2  3303.7  61913.4    61679
read      342.6   227.8   127.6   186.3   201.9   315.0   369.7   399.4   422.7   449.9   484.5   544.7   824.8  2903.1  9381.0  49600.2    49557
read      344.1   183.9   137.8   198.4   218.3   325.0   369.4   395.0   414.5   438.1   469.2   519.1   664.1  2926.8  7038.7  19347.6    19325
read      315.6   153.8   137.8   198.1   214.3   298.9   334.9   355.4   369.9   388.7   412.8   455.8   649.0  2045.7  7026.9   9124.0     9128
read      546.6   815.6   127.6   204.6   227.4   346.6   410.6   459.6   506.3   584.5   735.2  1584.1  4448.6  8468.4 11596.2  94749.2    94933
read      336.3   107.2   137.8   201.7   222.2   328.9   368.9   391.3   406.6   428.2   455.0   495.1   589.1   832.5  3956.0  24299.4    24327
read      338.2   172.0   127.6   183.3   198.4   307.4   365.0   397.5   422.9   454.2   498.0   582.7   838.0  2153.6  3731.3  71969.6    71896
read      377.3   258.1   127.6   189.8   206.7   318.2   379.3   419.7   453.9   501.7   584.1   740.5  1362.3  2900.5  7157.2  93803.4    93771
read      358.8   153.7   137.8   195.2   215.6   341.9   395.8   426.2   448.1   472.1   504.4   559.4   704.0  1989.1  4131.9  20519.0    20452
read      403.0   373.8   127.6   190.0   208.6   342.2   405.7   447.8   481.2   527.8   598.6   713.4  1520.6  5956.3  9382.8  42284.6    42338
read      326.9   138.9   127.6   183.5   198.4   304.6   359.6   390.1   412.9   441.4   479.9   545.6   699.3  1097.0  3070.1  72769.2    72627
read      337.7   155.6   127.6   185.0   200.6   308.1   365.4   398.2   424.5   457.2   502.3   590.1   816.8  1475.9  3063.7  80883.2    80603
read      318.4   107.5   127.6   182.9   197.9   307.2   357.3   383.3   401.2   424.7   453.6   496.4   599.5   802.8  2472.9  48934.0    49049
read      356.6   185.5   127.6   188.0   204.5   313.8   372.9   410.1   441.0   483.4   549.4   670.5  1040.2  1812.9  3489.9  92232.8    92305
read      325.6   128.0   127.6   183.3   198.5   308.3   362.9   391.8   412.7   438.0   469.9   524.7   651.6  1036.0  3309.9  56978.2    56889
read      330.2   150.2   127.6   182.4   197.3   302.3   359.0   390.9   415.0   445.9   488.6   567.2   772.0  1492.8  4011.5  77966.6    78036
read      321.5   122.3   127.6   181.5   195.9   300.2   355.3   385.5   406.8   434.4   470.5   533.9   682.7  1034.0  2613.1  71395.6    71583
read      329.1   148.6   127.6   183.3   198.0   304.2   360.4   391.9   415.9   445.6   485.2   552.7   735.1  1260.1  4859.9  72750.0    72609
read      472.8   501.1   127.6   204.0   224.9   338.2   397.9   442.7   486.5   559.3   725.7  1368.1  2857.0  4509.0  8107.6 107589.6   107382
read      341.2   163.5   127.6   184.6   200.0   306.7   364.7   398.5   426.2   461.6   512.9   616.4   898.7  1566.2  3895.7  86496.4    86530
read      341.5   142.6   137.8   197.2   216.9   325.1   371.4   397.3   417.1   440.3   468.7   516.9   676.9  1701.1  4294.5  16525.0    16550
read      483.0   718.0   127.6   191.8   210.7   328.7   388.9   430.2   466.4   522.1   626.0  1101.5  4165.2  8007.5 10811.8  84416.6    84534
read      325.6   129.7   127.6   182.1   196.9   303.1   359.0   389.9   412.6   441.2   478.9   545.8   693.5  1067.7  3406.0  72555.4    72631
read      321.8   121.9   127.6   183.8   198.7   308.2   360.0   387.7   407.0   431.7   462.0   506.0   615.0   853.4  3122.9  49129.6    49291
read      320.6   130.5   127.6   181.6   196.2   300.4   354.9   384.8   405.6   432.6   466.5   522.8   656.0  1081.8  3580.3  62226.8    62175
read      330.0   145.7   127.6   183.3   198.0   301.9   358.3   390.8   415.4   446.3   489.2   568.2   774.9  1448.9  3190.4  80283.6    80213
read      343.0   164.9   137.8   198.3   218.5   325.6   370.2   395.4   414.3   436.7   466.0   510.4   679.3  2187.5  7230.4  16574.8    16566
read      535.8   930.2   127.6   187.4   203.8   312.1   368.0   402.8   432.6   471.1   550.2  2021.7  5369.6  8471.8 10956.9  53908.8    53985
read      426.7   366.0   127.6   196.8   216.1   327.4   389.2   433.3   475.7   549.1   697.7  1073.6  2011.8  3449.5  7799.8 101934.4   101949
read      327.5    94.9   137.8   199.1   218.5   321.3   360.8   382.2   397.3   416.3   439.8   476.0   550.1   712.2  2286.8  24042.8    24076
read      320.0   119.7   127.6   182.2   197.1   304.7   357.7   385.8   405.1   430.2   460.8   506.3   622.7   860.2  3584.5  52631.2    52574
read      443.2   434.4   127.6   198.5   218.8   329.3   388.9   431.6   471.3   543.2   688.0  1170.1  2464.4  4002.6  8027.9 106274.6   106271
read      462.0   459.7   127.6   202.4   222.8   338.0   399.3   445.4   489.3   564.0   728.3  1286.5  2620.1  3990.6  8006.7 105353.6   105451
read      346.2   171.8   127.6   185.8   201.5   309.8   368.6   403.1   432.2   468.1   524.5   629.3   922.1  1701.4  4030.1  85980.2    86087
read      332.0   104.2   137.8   192.7   210.1   322.7   368.6   393.8   412.3   434.7   463.1   505.7   614.4   783.7  1997.2  29049.0    29108
read      414.6   355.6   127.6   194.6   213.2   325.0   387.2   431.1   470.5   536.5   655.9   956.3  1878.6  3601.5  7964.9 101000.8   101115
read      326.9   138.8   127.6   182.4   197.0   301.7   357.6   389.2   412.6   442.0   481.3   548.9   723.7  1432.3  3189.3  74147.0    74326
read      323.6   130.8   127.6   182.1   196.8   300.1   356.1   387.3   409.9   438.5   475.4   540.5   689.7  1125.2  3236.1  75697.4    75832
read      364.9   214.4   127.6   189.3   205.7   314.9   374.7   414.0   446.9   492.0   565.2   698.2  1165.4  2319.8  4739.4  94663.4    94901
read      344.6   181.9   137.8   198.2   218.6   325.8   370.7   396.0   414.9   436.8   467.0   516.6   679.4  2675.4  7543.9  15798.4    15809
read      397.9   271.5   137.8   191.0   211.9   363.5   434.3   471.6   499.2   533.2   580.8   647.8  1065.6  3672.1  7928.3  28784.8    28874
read      655.8  1112.6   127.6   189.4   207.5   317.8   378.8   424.3   465.0   544.5  1440.1  3076.8  5859.8  9214.9 12617.9  51965.6    51882
read      326.6    99.7   127.6   191.1   208.4   320.3   364.1   387.5   403.2   424.7   450.8   489.5   573.5   732.1  2810.3  32584.2    32653
read      319.9   109.6   127.6   184.7   200.3   311.7   358.5   383.1   400.2   422.1   449.4   490.3   585.5   763.9  2417.8  41557.2    41676
read      317.6   136.8   127.6   180.5   194.7   298.7   352.3   381.5   401.9   428.9   462.7   514.5   642.5   942.9  3408.1  63031.6    63019
read      404.0   327.6   127.6   192.4   210.3   321.5   383.2   425.7   464.2   525.8   638.5   908.0  1757.9  3352.6  7820.1  99038.0    99164
read      318.4   112.2   127.6   183.2   197.9   307.6   357.5   383.4   401.1   424.2   453.2   496.6   594.2   790.7  2948.4  47200.0    47055
read      317.6   115.7   127.6   181.1   195.4   299.6   353.0   382.1   402.6   429.2   462.3   514.5   641.5   873.4  2226.4  62485.4    62394
read      389.5   266.4   127.6   191.3   208.9   319.5   381.0   423.9   461.6   520.5   624.9   839.9  1492.0  2698.4  5054.4  98320.2    98519
read      320.7   125.6   127.6   190.1   206.9   314.4   355.3   376.7   392.9   411.5   436.1   473.4   557.0   743.5  4741.5  32130.0    32122
read      317.9   435.8   127.6   182.1   196.7   304.2   354.0   380.0   398.4   421.4   450.1   494.0   591.5   757.6  1977.7  49483.8    49464
read      308.9    99.0   137.8   192.5   209.5   304.6   337.9   356.3   369.4   386.0   404.9   442.0   518.3   722.0  2767.0  24039.2    24034
read      325.1   138.1   127.6   182.4   197.0   300.4   356.3   387.5   410.7   440.0   479.7   548.4   706.9  1174.4  3501.4  77313.0    77363
read      355.2   193.8   127.6   187.5   203.6   312.0   370.2   405.2   435.9   476.8   543.4   665.1  1062.1  2117.0  3999.8  91519.4    91698
read      322.4   112.8   127.6   187.1   202.8   314.4   360.7   385.0   401.6   423.5   450.4   491.1   584.9   779.7  3335.8  39198.2    38997
read      338.3   170.1   127.6   185.0   200.4   306.5   363.2   396.2   422.6   456.4   504.7   596.3   841.8  1506.3  4980.2  86189.4    86028
read      330.7   141.1   127.6   183.4   198.7   303.6   359.7   391.4   415.8   446.9   490.0   568.9   770.7  1314.1  3530.4  83182.2    83012
read      324.6   114.7   127.6   197.0   215.6   312.5   352.6   374.8   393.1   414.3   441.5   483.0   587.9  1233.1  3411.3  15072.2    15024
read      586.2  1106.4   127.6   187.5   204.7   310.6   361.6   395.0   423.5   463.6   555.2  2670.4  6426.9  9129.2 12444.8  56402.0    56640
read      370.3   211.9   127.6   190.8   208.2   318.5   379.2   419.3   453.6   501.5   582.1   723.7  1187.2  2156.6  4277.4  97460.0    97362
read      444.7   385.9   127.6   203.5   223.7   336.7   399.3   447.8   494.8   578.8   744.7  1150.8  2108.4  3484.4  7957.9 107497.8   107412
read      317.8   117.4   127.6   181.9   196.5   300.3   353.8   382.6   402.8   428.4   460.6   509.5   629.2   860.2  2950.5  65051.0    65030
read      332.3   152.1   127.6   183.8   199.0   304.7   360.9   392.8   417.0   447.4   490.4   570.4   775.3  1508.0  4219.4  79109.4    79278
read      321.6   120.2   127.6   185.3   200.7   309.9   360.2   386.6   404.5   428.2   457.2   500.8   604.4   807.2  2424.7  47485.0    47544
read      442.7   427.8   127.6   199.4   219.3   328.6   387.6   429.9   470.0   541.3   700.0  1207.0  2384.4  3657.0  8063.8 105246.6   105368
read      319.1   117.1   127.6   181.8   196.2   302.2   355.8   384.9   404.8   431.2   463.2   511.9   633.1   924.3  2992.4  58035.4    58181
read      318.2   116.0   127.6   181.7   196.1   302.0   355.9   384.6   403.9   429.5   460.8   508.0   624.3   835.5  2647.6  56813.8    56960
read      327.7   142.1   137.8   199.8   219.1   314.1   352.6   374.4   392.3   412.5   438.4   480.5   603.0  1718.0  5766.5  14924.8    14849
read      668.6  1156.3   127.6   192.0   211.7   322.2   383.8   430.4   473.7   565.4  1420.1  3099.7  6270.3  9324.0 12717.0  63714.0    63672
read      317.0   115.6   127.6   182.8   197.4   305.6   355.0   380.7   398.7   421.1   449.3   492.6   592.4   844.6  3660.1  48229.8    48289
read      314.3    99.0   137.8   199.2   216.6   302.7   339.4   360.7   375.2   394.6   419.7   459.8   556.3  1182.5  2832.3  11790.8    11797
read      321.6   122.6   137.8   197.4   215.4   310.7   350.3   371.8   387.5   403.9   430.5   467.9   580.0  1357.9  4325.6  10881.2    10781
read      511.3   608.5   127.6   189.2   207.3   347.3   430.6   496.8   571.2   686.0   885.4  1390.0  3248.2  7452.6  9328.6  49377.8    49362
read      410.5   312.5   127.6   196.1   215.1   325.9   387.2   431.0   471.8   542.9   673.3   956.5  1714.3  3054.1  7415.5 102164.0   102119
read      320.4   105.1   127.6   185.0   199.9   310.3   360.2   386.1   403.6   426.7   455.2   497.6   591.0   744.1  2090.0  46042.0    46213
read      373.9   232.1   127.6   191.3   208.5   318.5   378.8   419.4   454.5   504.4   591.6   745.0  1234.3  2181.0  6853.9  97204.6    97025
read      347.4   238.5   127.6   195.5   215.0   319.1   363.2   389.5   409.0   434.8   466.6   520.8   867.8  3237.7  7899.2  18327.2    18351
read      371.3   209.3   137.8   191.1   211.2   350.0   408.3   440.3   462.2   488.5   523.0   585.3   800.5  2931.2  7399.9  21465.2    21426
read      422.9   398.2   127.6   190.9   210.1   353.8   426.0   471.7   510.0   564.0   635.6   757.9  1723.2  6037.8  9693.9  43030.2    43013
read      318.9   119.2   127.6   181.5   195.9   298.7   353.4   383.6   404.4   432.1   466.7   523.2   651.4   920.9  2747.4  67381.6    67376
read      326.9   107.4   127.6   190.4   206.9   319.3   364.6   388.7   404.6   427.1   454.2   494.7   585.9   803.7  3148.9  35906.8    36043
read      292.9   107.0   148.8   199.2   213.1   280.9   310.6   327.9   340.6   356.6   376.3   413.8   506.1  1322.5  4031.0   6269.2     6255
read      595.3   868.6   127.6   221.2   247.4   365.9   430.0   480.9   532.1   617.1   813.9  2120.4  4480.6  8121.1 13702.3 102209.4   102499
read      325.4   107.7   127.6   196.0   214.2   318.3   357.7   379.1   394.9   413.8   437.9   474.7   557.7   955.7  3885.0  26274.4    26263
read      321.4   133.6   127.6   182.8   197.4   303.7   357.1   385.6   405.3   431.1   463.1   511.7   634.6  1382.7  3630.8  56968.2    56974
read      321.3   106.6   127.6   187.0   202.3   313.1   360.5   385.3   402.0   424.4   451.6   491.3   579.4   716.2  2724.1  40916.0    40869
read      319.8   109.6   127.6   184.7   199.8   308.3   358.3   384.6   402.4   425.5   454.0   496.4   589.8   829.2  3083.0  46465.2    46514
read      322.5   120.4   148.8   202.2   220.5   310.5   347.6   369.4   385.4   403.1   429.4   468.5   572.7  1435.3  3942.4  11426.6    11431
read      561.9   992.5   127.6   188.4   205.6   314.7   370.2   406.1   437.1   480.7   581.8  2445.6  5683.1  8910.8 10950.6  58452.2    58600
read      322.1   127.9   127.6   182.4   196.9   301.6   356.6   386.4   407.8   434.8   469.1   528.8   667.8  1074.4  3259.2  67907.6    68058
read      346.1   264.1   127.6   184.5   199.8   311.0   366.9   397.6   421.3   449.7   487.9   557.6  1006.6  3476.5  9891.4  54473.6    54502
read      321.8   124.8   127.6   182.8   197.3   302.2   356.9   386.9   408.4   435.5   469.6   525.9   652.0   952.5  3106.4  64101.8    64022
read      322.9   129.9   127.6   184.5   199.4   307.6   361.0   389.6   409.8   434.7   466.1   512.6   619.4   770.6  3764.6  52154.4    52142
read      413.8   341.7   127.6   195.5   214.4   325.3   386.1   428.6   467.5   535.1   662.5   975.6  1852.6  3299.1  7880.9 101116.8   101375
read      327.2   105.0   127.6   188.6   204.4   317.4   366.6   392.6   411.1   433.5   462.2   504.3   602.7   746.4  2092.5  40632.0    40606
read      326.4   114.7   127.6   185.8   201.2   312.9   365.4   393.4   413.7   437.2   467.5   514.9   627.4   828.4  3002.2  47292.2    47485
read      329.0   131.4   127.6   186.0   201.1   313.2   366.4   394.8   415.7   440.4   471.3   524.4   650.0  1112.1  3208.1  49004.0    48977
read      326.8   112.4   137.8   188.9   204.8   318.0   365.3   390.6   408.1   430.6   458.4   499.8   594.7   739.3  3875.4  38505.2    38615
read      334.2   145.0   127.6   184.8   199.9   304.6   362.1   395.2   421.4   454.3   499.9   585.3   798.2  1320.3  3100.6  80283.0    80279
read      325.6   135.4   127.6   183.2   198.0   300.1   356.1   387.8   411.1   440.6   480.7   549.1   722.9  1187.5  3860.6  75994.8    75843
read      325.4   125.6   127.6   183.9   198.4   303.5   358.7   389.8   412.8   440.7   477.5   539.2   686.4  1162.7  2529.7  67041.2    67095
read      328.8   114.2   127.6   188.9   204.8   318.2   367.6   394.1   413.2   435.2   463.7   505.8   607.4   806.0  3566.5  41286.6    41325
read      327.0   127.2   127.6   183.9   198.7   307.9   363.5   393.8   416.1   442.6   476.2   533.3   667.0  1002.7  3172.9  55920.2    55752
