Random waveform, supplied seed
Total number of intervals = 330 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072, 16350, 86891, 104441, 8906, 42175, 51797, 76678, 19630, 100132, 40498)
Average QPS expected = 57280
Timestamp start: 1778964666007
Timestamp end: 1778966316389

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      318.0   112.9   127.6   186.1   201.1   305.9   356.1   382.2   400.0   422.1   449.3   489.8   577.4   985.3  3220.9  49981.8    49907
read      317.3   122.1   148.8   210.5   226.9   306.0   337.4   355.3   368.6   385.1   404.4   439.0   545.1  1895.8  3454.9   9108.6     9150
read      388.4   231.1   127.6   192.4   212.6   358.8   430.1   467.8   494.6   525.3   566.2   632.7   943.9  3279.4  7646.0  34174.8    34328
read      401.6   336.1   127.6   191.0   208.9   338.5   404.4   446.3   480.2   528.3   605.1   742.1  1601.3  4540.8  7986.3  51925.6    51881
read      336.8   108.0   137.8   208.6   227.9   327.6   367.4   389.3   403.9   424.0   448.7   488.0   591.2  1227.1  3093.8  14624.4    14569
read      675.7  1074.1   127.6   205.0   223.9   330.0   400.1   458.6   522.9   695.0  1547.6  3022.4  5548.7  8829.0 12191.1  81694.2    81517
read      320.6   125.9   127.6   184.0   198.7   296.3   349.9   380.4   402.5   431.2   468.6   532.3   687.9  1250.3  2767.2  78783.8    78694
read      343.7   181.2   127.6   188.1   203.9   304.3   360.8   395.3   423.4   461.0   515.9   624.7   946.8  1936.5  4557.7  93440.2    93409
read      325.9   102.1   127.6   193.8   210.9   318.3   364.3   388.0   403.7   424.5   449.7   487.0   563.6   713.2  2530.5  39114.0    39093
read      342.1   113.5   137.8   206.9   226.9   331.7   372.6   396.0   413.2   433.4   460.8   501.1   614.7  1473.7  2437.7  18741.6    18729
read      577.5   909.1   127.6   192.4   209.5   311.4   375.2   421.2   462.9   538.4  1085.9  2519.7  4747.1  7994.9 11993.6  70701.0    70818
read      348.7   131.7   137.8   206.3   226.4   337.6   381.5   404.0   422.5   442.9   469.6   511.9   645.3  1781.8  3174.4  21931.4    21942
read      663.6   997.0   127.6   215.6   236.6   355.2   428.3   489.7   556.2   697.4  1419.9  2824.6  5154.8  8777.0 11844.1  91608.6    91810
read      326.3   108.8   137.8   192.1   208.8   317.7   365.5   390.2   406.7   427.8   453.6   491.4   567.1   789.6  3150.8  39437.0    39588
read      326.8   105.2   127.6   192.9   209.7   317.7   366.2   391.4   408.5   429.6   455.8   493.6   572.0   711.9  2800.4  40941.2    40957
read      316.8   109.1   127.6   185.0   200.0   299.4   352.1   380.9   400.8   425.6   456.8   502.3   610.2   842.3  2516.6  62655.2    62645
read      338.2   119.1   137.8   209.1   228.6   327.2   366.5   388.5   403.3   424.0   449.6   489.7   613.4  1436.0  3260.4  15563.0    15539
read      615.8   864.3   137.8   227.3   251.5   371.0   433.0   480.4   525.8   603.1   953.0  2580.0  4384.2  7944.3 11367.5 107389.8   107672
read      334.2   112.5   137.8   201.6   219.5   327.0   370.9   394.1   410.2   429.8   454.5   490.3   569.7   841.8  3226.1  32857.6    32954
read      323.9   122.5   127.6   189.0   204.5   306.5   358.9   387.4   407.0   431.6   462.5   508.0   624.0  1071.7  3398.3  58860.4    58866
read      332.4   100.0   137.8   208.9   227.9   327.2   364.4   384.2   398.0   415.5   436.3   470.1   543.0   929.8  4125.3  23692.4    23739
read      317.8   111.1   127.6   185.7   200.8   303.1   354.6   382.0   401.0   424.3   453.2   496.5   592.2   859.4  2621.4  54752.4    54701
read      312.1   104.4   127.6   182.9   197.3   296.2   348.3   375.9   395.4   418.3   447.3   491.7   593.0   783.4  1964.6  60702.4    60706
read      313.9   128.4   127.6   182.4   196.7   293.0   345.0   373.8   394.7   419.7   452.5   504.6   640.5  1140.7  3467.7  72134.8    72350
read      314.2   115.3   127.6   183.3   197.9   298.6   349.9   377.0   396.5   419.6   448.8   494.0   597.3   807.8  3381.2  58714.6    58661
read      317.9    99.7   137.8   191.4   207.7   311.7   353.4   374.7   390.9   408.1   431.9   468.1   547.0   791.7  2887.3  34855.4    34912
read      381.8   268.1   127.6   192.1   209.2   313.3   370.1   409.1   445.4   501.9   607.8   816.3  1477.8  2683.2  7132.9 103132.6   103268
read      315.2   104.4   127.6   188.3   204.3   307.6   351.4   373.8   390.5   408.5   432.6   468.2   545.0   769.3  3050.6  38615.6    38703
read      317.6   127.8   127.6   182.5   197.0   293.4   345.9   375.8   398.3   425.9   462.7   525.7   689.6  1242.7  3115.5  83388.4    83358
read      320.1   110.9   127.6   186.8   201.6   304.8   356.8   384.7   403.9   428.3   458.6   504.4   611.7   776.2  2026.5  57502.4    57408
read      338.1   155.4   127.6   188.2   203.8   307.5   363.2   395.6   421.5   455.1   502.0   590.8   807.9  1463.1  4479.5  86730.8    86837
read      330.1   112.9   137.8   197.4   215.1   323.9   367.6   390.5   405.5   425.2   449.1   486.0   566.7   782.0  3807.3  33524.8    33517
read      316.8   113.9   127.6   184.2   198.8   299.1   351.2   380.2   400.3   425.2   457.2   506.0   625.2   820.6  2470.7  66003.2    66204
read      320.9   123.8   127.6   186.4   200.9   299.5   352.5   382.2   403.0   430.0   465.1   522.5   665.3  1081.1  2638.3  73641.4    73758
read      374.2   373.1   127.6   192.9   210.4   315.7   373.4   412.3   446.7   498.0   587.3   761.1  1300.9  2238.4  5174.7  99777.4    99742
read      438.1   406.2   127.6   202.5   221.9   330.7   388.2   429.1   467.6   535.2   688.9  1137.8  2370.9  3706.1  7896.5 109334.6   109462
read      355.6   174.5   127.6   191.3   208.1   314.8   372.4   408.2   438.1   480.8   547.1   666.6   974.5  1642.5  3588.2  94318.8    94453
read      322.8   112.8   127.6   189.5   205.3   313.6   361.2   385.4   401.7   422.6   448.6   489.1   579.1   914.4  3059.4  44104.0    44096
read      381.9   242.1   127.6   194.0   212.1   319.7   378.9   420.5   457.4   512.1   613.5   793.1  1322.0  2379.1  7103.3 100538.2   100467
read      304.7    96.6   137.8   206.3   222.1   294.6   323.9   341.7   355.0   370.3   392.1   426.3   518.5  1102.5  3454.8   8556.8     8576
read      476.9   736.1   127.6   189.8   205.8   309.7   367.1   400.1   427.6   465.2   542.9  1501.5  3908.8  8007.0 12812.8  59108.2    59359
read      309.0   124.4   137.8   213.0   228.1   298.5   327.5   344.0   357.1   371.1   392.2   424.8   508.0  1273.4  3992.7   7570.0     7614
read      515.7   742.5   127.6   190.7   206.8   311.5   373.9   414.3   449.0   503.1   758.5  1981.5  3887.0  7725.2  9208.6  60037.4    60329
read      324.8   114.8   137.8   192.4   208.6   315.5   363.0   387.4   403.6   424.7   450.2   488.8   574.5   801.2  3301.8  43689.8    43762
read      315.3   107.9   127.6   184.0   198.2   297.4   350.5   379.0   399.0   423.5   455.2   504.0   622.4   800.0  1988.4  67137.8    67038
read      326.9   102.2   127.6   203.4   221.7   322.9   359.9   379.3   393.9   410.4   432.4   467.6   543.9   737.5  1904.1  26070.8    26095
read      318.2   111.3   127.6   185.2   199.7   299.4   351.8   380.4   400.8   427.0   461.0   513.3   639.4   826.1  2260.7  71074.8    71173
read      451.8   423.6   137.8   207.0   227.5   338.3   397.2   440.4   483.6   557.2   721.7  1194.5  2376.0  3889.5  7994.1 109247.0   109276
read      326.3    99.8   137.8   205.0   224.0   317.6   354.3   373.8   389.5   405.9   430.2   466.8   571.5  1073.4  3850.5  13193.0    13150
read      758.1  1198.1   137.8   196.2   214.7   316.0   392.4   464.2   602.3  1299.9  2187.6  3381.1  5990.5  9521.3 13922.2  61248.4    61250
read      329.5   138.0   127.6   187.6   202.7   304.2   357.9   388.7   411.5   440.9   482.5   555.2   731.3  1201.9  3962.6  84504.2    84472
read      323.8   131.1   127.6   186.3   201.1   299.9   352.8   383.3   405.1   433.6   470.8   537.2   695.5  1177.4  3289.4  82246.0    82226
read      330.1   139.1   137.8   204.0   222.1   324.8   362.5   382.0   396.0   412.6   433.4   466.6   539.4  1021.8  5819.8  27751.0    27671
read      352.7   184.6   127.6   190.9   207.2   308.9   365.0   400.2   430.4   471.3   541.5   672.4  1012.6  1780.5  3768.1  98467.2    98736
read      415.0   346.9   127.6   199.3   218.4   324.0   381.3   422.2   460.7   525.7   658.6   986.0  1959.1  3389.1  7751.9 106064.2   106314
read      407.7   337.1   137.8   196.5   215.0   320.4   377.3   417.8   455.2   516.8   644.5   960.4  1863.1  3264.0  7748.5 104938.8   105027
read      358.9   203.4   127.6   191.3   208.0   311.4   368.3   403.8   434.9   479.0   550.3   687.5  1096.6  1992.7  5824.5  96713.4    96867
read      332.8   151.5   127.6   187.7   202.9   302.7   356.9   388.8   413.2   445.1   491.6   575.8   798.4  1487.2  3476.8  89548.2    89493
read      320.2   109.9   127.6   188.8   204.0   309.2   359.1   384.4   401.3   422.7   449.4   490.9   582.0   747.8  3689.7  50300.0    50538
read      339.8   127.3   137.8   203.4   222.9   329.0   370.5   393.7   410.3   430.9   458.6   501.5   623.7  1489.4  3229.6  22064.8    22083
read      373.1   218.8   137.8   191.4   209.4   336.8   397.6   433.9   463.4   500.8   555.0   652.1  1021.6  2620.5  7085.5  48532.8    48618
read      349.5   180.2   127.6   189.8   206.1   310.2   366.5   400.9   430.1   468.3   527.9   639.6   964.8  1733.2  5426.7  94240.2    94298
read      313.3   118.3   127.6   183.5   197.9   296.6   347.8   375.0   394.8   418.2   448.4   495.8   604.9   805.0  3546.6  63599.0    63579
read      313.4   114.0   127.6   183.8   198.2   296.0   347.6   375.5   395.7   419.7   450.5   497.4   608.7   803.6  3224.3  64661.4    64573
read      320.8   124.6   127.6   185.4   200.0   298.4   351.2   381.0   402.5   430.2   466.6   527.8   673.8  1105.5  3161.1  77127.8    77178
read      332.6   184.7   127.6   198.3   216.7   322.0   362.3   383.3   398.0   416.6   439.4   479.6   597.8  2272.9  9181.7  29754.8    29824
read      316.0   110.4   127.6   183.8   198.4   299.4   351.6   379.3   399.1   423.1   453.9   501.9   621.4   837.8  2393.1  64542.8    64495
read      360.2   182.5   137.8   203.9   223.7   339.3   389.0   417.5   438.3   465.5   500.6   562.4   741.5  2252.8  7496.4  20855.8    20917
read      480.5   732.7   127.6   193.1   211.2   318.4   374.6   413.1   446.4   494.7   588.2  1231.5  4064.9  8079.5 11707.8  85643.4    85651
read      316.4   114.0   127.6   184.7   199.0   299.8   352.5   380.3   399.6   423.5   453.7   499.0   608.5   941.4  2485.5  61913.2    61935
read      320.3   103.4   127.6   188.1   203.3   308.4   359.6   386.0   403.6   425.7   452.8   493.0   581.7   803.2  2141.5  50290.6    50216
read      318.9   123.2   127.6   183.9   198.6   298.0   351.1   380.7   401.6   427.7   461.5   514.0   658.5  1111.9  3167.9  72147.8    72251
read      314.3   113.1   127.6   182.8   197.1   296.0   348.2   376.9   397.3   422.1   454.3   503.2   625.0   889.7  2289.5  71840.2    71798
read      348.0   143.1   127.6   202.4   222.5   333.3   379.2   404.1   424.0   446.8   475.9   522.6   668.4  1957.0  3857.4  19681.2    19701
read      381.5   212.7   127.6   198.2   219.4   358.8   420.4   453.3   475.5   502.3   537.1   595.7   830.5  2994.9  7148.5  24945.8    24952
read      691.6  1119.1   127.6   206.0   226.4   331.9   400.7   459.9   524.5   681.8  1568.0  3147.0  5871.3  9461.3 12527.9  81788.0    81838
read      322.9    89.2   127.6   200.8   219.3   319.1   356.2   375.0   389.8   404.8   427.7   461.0   530.6   768.9  2146.8  26597.8    26648
read      322.6    89.2   137.8   202.5   220.5   318.8   355.0   373.3   387.9   402.9   425.7   458.6   529.2   740.0  1992.9  24910.4    24837
read      323.2    93.6   137.8   199.5   217.6   320.0   358.0   376.9   391.5   406.7   429.1   462.6   535.1   721.8  2431.6  29412.4    29420
read      362.3   212.7   127.6   191.0   208.2   313.3   369.8   406.1   437.5   483.0   556.8   696.9  1124.7  2381.7  5551.9 103661.6   103882
read      313.1   107.3   127.6   183.3   198.1   296.1   347.6   376.0   396.2   420.3   450.9   497.2   600.3   783.4  1571.4  70279.6    70314
read      318.9   117.9   127.6   187.1   202.1   302.2   354.3   382.7   402.2   426.5   456.5   500.9   598.3   859.4  3774.4  61677.8    61679
read      320.3    99.5   127.6   189.0   204.5   309.3   359.6   385.7   403.1   425.2   452.2   491.6   570.6   709.1  1692.0  49545.8    49557
read      343.3   130.2   137.8   205.5   225.2   329.8   371.5   395.5   413.3   434.5   463.9   508.5   647.8  1644.3  3543.9  19333.6    19325
read      319.1   109.2   137.8   208.2   225.2   309.0   344.1   363.9   377.4   394.8   417.1   453.1   543.2  1120.9  3137.4   9167.2     9128
read      753.5  1147.0   127.6   226.1   247.2   361.3   438.1   503.8   577.6   813.5  1964.8  3398.0  5894.6  8730.9 11652.3  94635.4    94933
read      328.4   194.9   137.8   197.6   215.5   315.0   353.2   373.3   388.8   404.7   429.1   466.5   589.8  2557.1  7935.3  24284.4    24327
read      314.0   135.0   127.6   181.4   195.8   293.6   345.9   374.6   395.7   420.4   452.4   502.3   632.3  1219.6  4753.8  71731.4    71896
read      330.3   134.8   127.6   185.3   200.6   301.1   355.6   388.0   412.6   444.9   491.9   582.1   786.4  1184.0  2139.3  93711.8    93771
read      343.0   123.8   137.8   205.6   225.3   332.1   374.3   397.9   415.4   435.1   463.5   506.0   624.7  1493.6  3437.8  20457.6    20452
read      377.2   287.4   127.6   192.8   211.5   338.1   396.6   430.8   458.0   492.7   543.1   636.0  1020.6  4208.1  8080.7  42336.4    42338
read      312.6   119.3   127.6   182.4   196.6   292.5   344.7   373.6   394.6   419.3   451.7   502.4   627.3   996.0  2989.2  72677.2    72627
read      309.3   111.0   127.6   180.8   194.8   288.4   340.3   369.4   390.7   415.9   449.3   502.0   636.1   914.0  1936.6  80619.6    80603
read      313.3   101.1   127.6   184.3   199.3   302.7   352.4   377.3   394.9   415.2   440.0   479.0   556.8   715.9  2017.4  49083.8    49049
read      324.6   149.8   127.6   183.0   197.9   294.7   348.4   380.4   403.7   434.3   477.7   556.9   772.0  1469.2  4418.2  92217.0    92305
read      311.1   105.0   127.6   182.5   197.3   297.1   348.1   374.8   393.5   414.8   441.2   483.0   574.3   785.9  3044.7  56796.2    56889
read      317.1   119.2   127.6   182.9   197.5   295.8   348.4   377.7   399.2   426.0   461.5   518.7   664.2  1002.5  2442.9  77865.8    78036
read      313.2   121.3   127.6   182.2   196.4   293.5   345.8   375.0   395.9   420.9   453.4   503.4   625.8   920.5  3650.7  71709.2    71583
read      316.7   123.4   127.6   183.1   197.7   296.1   349.1   378.8   400.1   426.3   460.1   511.2   639.7   968.9  3645.6  72673.4    72609
read      409.1   348.8   127.6   197.0   216.0   322.8   381.8   423.2   460.7   520.1   635.7   917.3  1885.7  3599.3  7917.6 107559.6   107382
read      325.1   133.6   127.6   183.8   198.8   297.6   351.7   383.3   406.2   436.2   479.1   553.7   746.5  1244.4  2581.9  86434.6    86530
read      349.0   140.7   137.8   207.7   228.2   335.2   379.7   404.0   423.1   444.4   470.9   514.8   657.7  1671.1  3873.7  16561.8    16550
read      744.6  1158.1   137.8   217.8   238.0   345.9   428.4   506.9   605.0   930.0  1768.1  3287.6  6023.6  9395.9 13112.6  84475.8    84534
read      317.9   126.3   127.6   183.5   198.3   296.9   349.6   379.2   400.0   426.3   460.4   514.2   652.9  1054.8  3405.9  72526.8    72631
read      321.8   106.0   127.6   188.1   203.6   309.8   359.9   386.3   404.0   427.1   456.0   499.0   599.7   756.6  2128.9  49221.4    49291
read      318.6   120.1   127.6   185.0   199.9   300.8   353.2   381.7   401.4   426.1   457.7   505.5   627.1   921.7  3831.5  62249.4    62175
read      326.1   133.5   127.6   185.7   200.7   300.8   355.7   386.8   409.5   437.5   477.2   544.3   713.5  1214.5  3141.4  80206.8    80213
read      364.6   221.3   137.8   210.0   231.5   342.5   388.3   413.7   432.3   456.6   487.4   536.8   760.3  3339.1  7823.6  16559.8    16566
read      500.4   785.2   127.6   190.0   206.8   316.1   374.4   409.9   438.5   478.1   555.0  1672.0  4422.0  7927.6 10178.8  54012.0    53985
read      393.0   306.7   127.6   193.4   211.3   317.9   376.2   416.5   452.5   506.1   610.5   846.3  1685.2  3353.9  7578.1 101893.0   101949
read      340.6   131.2   137.8   197.9   217.6   326.7   370.7   396.3   415.8   438.9   470.6   524.2   659.4  1176.9  4137.4  23978.6    24076
read      619.3   828.8   127.6   191.8   210.1   339.1   424.7   506.4   658.4   954.3  1402.3  2272.6  4108.3  7951.5 10058.8  52547.4    52574
read      434.4   410.0   127.6   200.5   220.1   329.8   388.7   430.4   468.7   534.7   672.1  1083.6  2336.2  3989.9  8004.1 106401.4   106271
read      402.7   316.4   127.6   196.1   214.5   320.5   379.6   421.7   459.7   519.8   634.3   906.7  1774.3  3217.5  7583.7 105185.6   105451
read      326.0   131.8   127.6   185.3   200.3   298.9   353.3   385.1   408.1   438.1   480.5   553.3   738.1  1174.2  3009.2  85934.2    86087
read      327.1    95.4   137.8   200.7   218.7   321.0   361.6   383.2   398.2   416.9   439.3   474.0   546.6   835.7  2284.0  29128.2    29108
read      360.7   201.5   127.6   191.1   207.8   311.8   369.0   404.8   436.1   480.2   551.7   701.1  1145.7  2002.0  3972.9 101159.8   101115
read      314.1   115.1   127.6   183.5   198.0   293.9   346.2   375.6   396.8   422.4   455.3   505.0   631.7   905.4  2520.1  74404.4    74326
read      312.3   114.3   127.6   182.5   196.9   292.0   344.5   373.8   395.1   420.7   453.9   503.7   627.1   853.6  2298.2  75929.8    75832
read      339.2   169.1   127.6   187.9   203.6   303.9   359.2   392.8   419.4   454.1   503.3   600.2   882.9  1842.1  3986.7  94900.0    94901
read      345.2   144.1   137.8   205.6   225.5   331.0   373.9   398.1   416.2   436.5   465.3   507.4   647.2  1884.5  3924.7  15846.6    15809
read      403.1   279.5   137.8   197.2   219.2   367.6   437.8   475.2   501.0   532.7   577.7   645.8  1201.2  4030.5  7828.4  28862.8    28874
read      530.0   648.2   127.6   191.6   209.6   334.5   408.9   465.5   529.7   711.8  1068.7  1713.1  3304.4  7386.1  8124.2  51893.0    51882
read      329.3   110.7   137.8   199.0   217.1   322.5   366.3   388.9   403.7   423.4   446.8   481.9   550.3   699.2  4427.8  32612.8    32653
read      322.4    99.0   137.8   191.5   208.1   314.1   361.5   385.7   402.0   422.6   447.3   484.1   558.3   682.1  2577.8  41648.2    41676
read      314.2   121.0   127.6   184.7   199.3   297.0   349.5   377.8   397.6   421.4   451.2   495.8   600.1   767.0  3296.1  63034.2    63019
read      351.8   197.4   137.8   189.2   205.3   307.3   364.2   399.8   429.7   469.9   534.5   657.7  1034.4  2279.8  3762.2  99243.6    99164
read      316.4   104.9   127.6   186.7   201.9   305.4   354.3   379.5   396.9   417.6   442.9   482.6   560.8   875.3  2541.7  47047.0    47055
read      312.3   107.4   127.6   182.5   196.8   295.8   348.8   377.0   396.8   420.0   449.1   493.8   591.5   752.8  2826.5  62502.6    62394
read      354.4   183.9   127.6   190.5   207.1   311.2   369.0   404.5   435.1   477.2   543.9   668.8  1010.2  1817.4  4001.5  98369.4    98519
read      331.9    93.6   127.6   200.6   218.9   326.4   370.7   393.4   408.8   428.1   451.9   486.0   549.3   687.4  1959.4  32155.6    32122
read      318.9   104.9   127.6   187.6   202.7   307.2   358.0   384.4   402.0   424.4   451.8   491.9   577.3   728.7  2516.3  49563.2    49464
read      320.9    92.7   137.8   200.6   219.0   316.7   352.8   371.7   386.2   401.5   424.1   458.0   531.4   739.8  2465.3  24114.2    24034
read      319.0   129.4   127.6   183.6   198.3   296.7   349.7   379.6   400.7   427.7   462.6   519.7   665.9  1256.8  3331.5  77088.6    77363
read      342.7   143.7   127.6   190.6   206.9   311.5   367.9   401.3   428.6   463.7   513.9   608.3   807.6  1302.5  2845.7  91901.2    91698
read      325.3   103.2   127.6   192.7   209.5   317.7   364.1   388.1   404.1   425.1   450.2   486.6   561.2   745.3  2828.3  38966.6    38997
read      328.4   144.1   127.6   186.2   201.3   302.1   357.0   388.4   411.5   440.3   480.7   548.9   725.4  1436.4  3730.3  85989.2    86028
read      321.2   124.9   127.6   183.9   198.8   297.9   351.9   382.8   404.5   432.9   469.8   532.3   679.1  1067.3  3371.2  82947.6    83012
read      337.1   125.6   137.8   205.5   224.8   323.9   365.5   389.0   404.9   426.8   454.1   495.8   620.4  1663.8  3391.9  15057.6    15024
read      549.9   921.8   127.6   190.1   206.9   313.1   370.8   406.3   436.6   482.8   624.8  2323.5  4967.4  8785.3 12326.1  56794.0    56640
read      349.8   180.7   127.6   189.9   206.3   309.1   365.8   400.9   430.2   469.0   532.2   649.6   977.2  1720.2  3683.0  97475.2    97362
read      402.5   294.4   127.6   197.0   216.0   323.8   383.7   426.5   466.1   531.7   652.0   909.4  1623.3  2841.1  7265.3 107457.0   107412
read      316.9   105.5   127.6   185.6   200.4   299.4   352.2   381.1   401.0   425.5   456.3   502.3   614.6   804.2  1603.7  65073.6    65030
read      326.1   139.3   127.6   185.5   200.3   300.2   354.8   386.2   409.0   437.0   476.2   542.5   715.5  1504.1  3361.6  78983.0    79278
read      319.0   109.1   127.6   187.4   202.7   307.9   358.3   384.2   401.6   423.4   450.0   489.7   571.7   735.9  2581.1  47702.4    47544
read      392.5   311.4   127.6   191.6   209.3   315.3   373.2   413.8   449.9   503.7   604.9   850.5  1742.3  3383.6  7339.8 105453.6   105368
read      313.4   113.6   127.6   181.1   196.0   297.1   349.7   378.2   398.1   422.2   452.3   496.9   600.4   768.5  2530.6  58370.6    58181
read      316.9   125.1   127.6   182.5   197.5   300.4   354.0   382.3   401.4   425.5   455.7   500.4   602.0   804.0  3944.8  57046.8    56960
read      330.4   124.0   127.6   204.4   223.6   318.4   357.0   378.5   395.4   415.2   439.2   481.5   589.6  1525.9  3332.0  14911.2    14849
read      617.3  1093.3   127.6   188.4   206.2   309.5   366.6   405.1   442.2   503.5   908.3  2873.8  6051.1  8951.1 15155.2  63606.0    63672
read      314.7   117.1   127.6   182.9   197.8   302.7   352.3   377.6   395.8   417.0   443.0   484.5   577.5  1002.1  3109.1  48226.2    48289
read      325.6   111.6   137.8   207.0   225.2   314.7   351.4   371.7   387.5   404.3   430.4   469.2   581.7  1309.2  3094.5  11748.8    11797
read      337.6   267.0   137.8   201.4   219.4   310.4   348.5   370.2   386.3   403.8   430.0   475.5   990.6  3352.1  9649.8  10765.2    10781
read      367.5   232.9   127.6   189.2   206.1   325.4   384.6   418.3   444.5   479.4   538.3   671.2  1155.9  2966.0  6993.8  49379.4    49362
read      392.9   276.4   127.6   193.1   211.4   318.3   376.8   418.4   457.0   519.5   637.7   879.8  1547.1  2719.7  6174.0 102000.0   102119
read      316.5    99.5   137.8   186.1   201.5   307.0   355.7   380.3   397.6   418.7   444.9   484.1   562.4   697.3  1868.0  46059.8    46213
read      355.3   192.2   127.6   188.6   204.9   308.9   366.7   402.6   434.0   478.7   550.3   685.5  1076.2  1745.1  3423.3  97043.2    97025
read      347.3   143.4   137.8   198.8   219.3   332.9   379.7   405.3   424.7   446.9   475.0   522.0   669.5  1879.3  3478.2  18388.8    18351
read      370.6   227.7   127.6   193.9   214.2   348.9   403.7   432.9   454.2   477.9   508.5   562.5   874.0  3367.3  7599.9  21464.8    21426
read      369.2   285.0   127.6   192.3   210.3   330.4   387.5   419.5   443.8   475.1   520.8   615.8  1092.2  4197.8  8535.5  42956.8    43013
read      313.5   114.5   127.6   183.5   198.1   294.5   346.9   375.8   396.4   420.9   452.4   499.8   609.8   875.3  3164.2  67361.2    67376
read      328.1   108.3   127.6   194.8   212.2   320.7   366.0   389.9   405.7   426.1   451.5   489.7   570.0   735.4  2743.0  36185.2    36043
read      309.8   124.8   137.8   211.3   226.0   296.7   325.9   343.1   356.6   371.7   393.5   428.4   560.2  1490.1  4624.1   6263.2     6255
read      659.0   909.5   137.8   227.8   251.2   372.9   451.0   514.9   583.9   730.9  1417.8  2668.3  4617.8  8065.8 11353.4 102392.8   102499
read      326.8   108.8   127.6   198.5   217.0   319.4   359.1   380.4   395.9   414.3   436.5   474.7   565.3  1210.0  3145.1  26366.4    26263
read      316.5   116.6   127.6   184.0   198.9   301.0   353.7   381.2   400.1   423.3   452.5   497.1   601.2   838.8  3396.2  56973.0    56974
read      318.1   101.2   127.6   188.3   204.0   309.9   356.3   380.1   396.7   416.7   440.8   478.6   558.0   728.7  2445.9  40830.4    40869
read      318.8   101.2   127.6   186.7   202.2   308.3   358.0   383.5   401.1   423.0   450.1   490.6   576.3   731.5  1856.7  46514.8    46514
read      328.0   116.8   137.8   204.4   223.8   317.2   355.4   376.0   392.1   410.0   434.1   471.3   582.1  1338.4  3028.9  11396.0    11431
read      669.4  1085.7   127.6   191.0   208.3   310.5   374.6   425.3   476.2   675.2  1664.9  3096.0  5527.5  8424.4 10167.0  58486.0    58600
read      312.7   117.3   127.6   181.6   195.9   293.3   347.0   376.2   397.0   422.1   454.1   501.8   612.4   857.1  3034.2  67921.6    68058
read      315.1   115.9   127.6   182.8   197.6   300.3   352.8   380.5   399.6   423.0   452.1   495.3   587.9   760.5  3670.7  54711.0    54502
read      311.4   105.7   127.6   181.7   196.0   293.4   346.7   375.5   396.1   420.3   451.0   497.7   602.8   779.8  1832.1  64011.4    64022
read      317.9   117.1   127.6   185.8   200.8   303.4   355.4   382.7   401.3   424.5   453.4   496.2   586.3   743.3  3949.9  52070.6    52142
